order_id,order_date,month,customer_id,channel,revenue,region
ORD-100397,2025-05-07,2025-05,CUST-10875,Affiliate,192.56,Northeast
ORD-100229,2025-03-22,2025-03,CUST-11296,Email,388.76,West
ORD-101836,2026-05-27,2026-05,CUST-10086,Organic,289.69,Northeast
ORD-100034,2025-01-17,2025-01,CUST-10186,Affiliate,223.28,Northeast
ORD-100970,2025-10-16,2025-10,CUST-10634,Google Ads,384.61,Southwest
ORD-101485,2026-02-21,2026-02,CUST-10486,Email,136.46,Northeast
ORD-101150,2025-11-25,2025-11,CUST-10005,Google Ads,139.41,Midwest
ORD-101805,2026-05-18,2026-05,CUST-11189,Google Ads,273.37,Northeast
ORD-100748,2025-08-19,2025-08,CUST-10380,Email,500.55,Southwest
ORD-101920,2026-06-16,2026-06,CUST-10564,Meta,111.67,Northeast
ORD-100590,2025-07-02,2025-07,CUST-11211,Google Ads,254.51,Southeast
ORD-100857,2025-09-16,2025-09,CUST-11286,Google Ads,320.85,Midwest
ORD-100410,2025-05-12,2025-05,CUST-10059,Google Ads,400.32,West
ORD-101106,2025-11-18,2025-11,CUST-10240,Meta,63.41,Midwest
ORD-101784,2026-05-12,2026-05,CUST-10641,Meta,210.5,Southeast
ORD-101399,2026-01-23,2026-01,CUST-10780,Google Ads,191.68,Southeast
ORD-100928,2025-10-05,2025-10,CUST-10818,Google Ads,128.61,West
ORD-100007,2025-01-05,2025-01,CUST-10123,Email,338.99,West
ORD-100721,2025-08-08,2025-08,CUST-10684,Google Ads,145.5,Southeast
ORD-101441,2026-02-07,2026-02,CUST-10335,Google Ads,163.22,Northeast
ORD-101935,2026-06-20,2026-06,CUST-10338,Meta,202.36,Southwest
ORD-100971,2025-10-16,2025-10,CUST-10916,Google Ads,260.22,Northeast
ORD-101444,2026-02-08,2026-02,CUST-11086,Google Ads,361.09,Southwest
ORD-100572,2025-06-28,2025-06,CUST-10307,Affiliate,143.83,Southwest
ORD-101951,2026-06-25,2026-06,CUST-10197,Meta,125.39,West
ORD-101814,2026-05-20,2026-05,CUST-10964,Google Ads,300.84,Northeast
ORD-101420,2026-02-01,2026-02,CUST-10804,Meta,186.92,Southeast
ORD-101576,2026-03-16,2026-03,CUST-11130,Google Ads,300.42,Northeast
ORD-100020,2025-01-11,2025-01,CUST-10086,Organic,258.4,West
ORD-100452,2025-05-25,2025-05,CUST-10587,Organic,160.4,West
ORD-100375,2025-05-02,2025-05,CUST-10793,Google Ads,586.61,Midwest
ORD-101044,2025-11-04,2025-11,CUST-10030,Google Ads,273.29,West
ORD-101852,2026-05-31,2026-05,CUST-10396,Affiliate,124.27,Midwest
ORD-100892,2025-09-25,2025-09,CUST-10744,Meta,149.45,West
ORD-101877,2026-06-07,2026-06,CUST-10521,Email,233.73,Midwest
ORD-100470,2025-05-29,2025-05,CUST-10868,Google Ads,107.05,Northeast
ORD-100925,2025-10-04,2025-10,CUST-11028,Meta,234.28,Unknown
ORD-100983,2025-10-19,2025-10,CUST-10621,Meta,88.09,West
ORD-101853,2026-06-01,2026-06,CUST-10273,Email,214.33,Midwest
ORD-100360,2025-04-28,2025-04,CUST-11068,Email,163.08,Southeast
ORD-100797,2025-09-01,2025-09,CUST-10089,Meta,193.54,West
ORD-101390,2026-01-21,2026-01,CUST-10823,Organic,194.84,Southeast
ORD-100479,2025-05-30,2025-05,CUST-10959,Meta,294.98,Northeast
ORD-101571,2026-03-15,2026-03,CUST-11098,Google Ads,360.12,Southeast
ORD-100738,2025-08-15,2025-08,CUST-10280,Organic,458.52,West
ORD-100057,2025-01-22,2025-01,CUST-10751,Meta,398.68,Midwest
ORD-101594,2026-03-22,2026-03,CUST-11202,Google Ads,272.02,Midwest
ORD-101195,2025-12-03,2025-12,CUST-10543,Google Ads,190.75,Midwest
ORD-100262,2025-03-29,2025-03,CUST-10683,Organic,227.74,Southeast
ORD-100241,2025-03-24,2025-03,CUST-11124,Google Ads,495.1,Northeast
ORD-101363,2026-01-11,2026-01,CUST-11061,Meta,243.78,Midwest
ORD-101350,2026-01-06,2026-01,CUST-10998,Meta,273.82,Northeast
ORD-101064,2025-11-09,2025-11,CUST-10461,Meta,784.61,Southeast
ORD-100653,2025-07-22,2025-07,CUST-11087,Google Ads,348.64,West
ORD-101741,2026-04-30,2026-04,CUST-10247,Meta,334.75,Midwest
ORD-100051,2025-01-22,2025-01,CUST-10005,Meta,377.0,Northeast
ORD-100036,2025-01-19,2025-01,CUST-10733,Organic,253.38,Northeast
ORD-100620,2025-07-13,2025-07,CUST-10225,Meta,638.11,Unknown
ORD-101271,2025-12-21,2025-12,CUST-10609,Email,528.0,Midwest
ORD-101757,2026-05-03,2026-05,CUST-10972,Google Ads,417.23,Northeast
ORD-100862,2025-09-18,2025-09,CUST-10521,Organic,345.44,Southeast
ORD-100638,2025-07-18,2025-07,CUST-10938,Google Ads,668.88,Northeast
ORD-101636,2026-04-02,2026-04,CUST-10776,Google Ads,208.03,Northeast
ORD-101116,2025-11-20,2025-11,CUST-11116,Affiliate,163.71,Southwest
ORD-100735,2025-08-13,2025-08,CUST-10109,Meta,129.68,Southeast
ORD-100206,2025-03-16,2025-03,CUST-10991,Affiliate,426.0,Midwest
ORD-101308,2025-12-28,2025-12,CUST-10814,Google Ads,296.15,Midwest
ORD-101887,2026-06-09,2026-06,CUST-10306,Email,326.76,Southeast
ORD-100945,2025-10-10,2025-10,CUST-10424,Organic,359.02,Southeast
ORD-101231,2025-12-12,2025-12,CUST-10961,Meta,91.88,Southwest
ORD-100747,2025-08-19,2025-08,CUST-10743,Google Ads,223.15,West
ORD-100921,2025-10-02,2025-10,CUST-11145,Google Ads,167.76,Midwest
ORD-101705,2026-04-21,2026-04,CUST-10938,Organic,379.63,Midwest
ORD-100146,2025-02-19,2025-02,CUST-10857,Google Ads,316.01,Northeast
ORD-100278,2025-04-04,2025-04,CUST-10905,Google Ads,199.53,West
ORD-100430,2025-05-17,2025-05,CUST-10307,Meta,90.97,Northeast
ORD-100623,2025-07-13,2025-07,CUST-10076,Meta,166.33,Northeast
ORD-100377,2025-05-03,2025-05,CUST-10433,Email,323.64,West
ORD-101842,2026-05-29,2026-05,CUST-11234,Google Ads,218.06,Southeast
ORD-100744,2025-08-18,2025-08,CUST-11109,Google Ads,393.73,Southeast
ORD-100374,2025-05-02,2025-05,CUST-10031,Google Ads,188.6,Southeast
ORD-100367,2025-05-01,2025-05,CUST-10095,Google Ads,513.99,Southeast
ORD-100816,2025-09-04,2025-09,CUST-10378,Meta,283.34,Northeast
ORD-101905,2026-06-13,2026-06,CUST-10730,Google Ads,469.32,Northeast
ORD-100259,2025-03-29,2025-03,CUST-11229,Google Ads,88.59,Southwest
ORD-101622,2026-03-30,2026-03,CUST-10312,Email,435.81,Northeast
ORD-101526,2026-03-04,2026-03,CUST-10821,Google Ads,437.67,Midwest
ORD-101436,2026-02-05,2026-02,CUST-10887,Meta,231.66,West
ORD-100875,2025-09-20,2025-09,CUST-10739,Meta,132.53,West
ORD-101139,2025-11-23,2025-11,CUST-10234,Meta,141.53,Midwest
ORD-101832,2026-05-26,2026-05,CUST-10004,Meta,90.97,Southeast
ORD-100651,2025-07-21,2025-07,CUST-11057,Google Ads,182.17,Northeast
ORD-101839,2026-05-28,2026-05,CUST-10836,Affiliate,143.9,West
ORD-100217,2025-03-19,2025-03,CUST-10514,Google Ads,201.29,Southwest
ORD-101944,2026-06-23,2026-06,CUST-10708,Organic,378.54,Northeast
ORD-100141,2025-02-19,2025-02,CUST-10381,Email,254.54,Southeast
ORD-100339,2025-04-22,2025-04,CUST-10391,Meta,161.41,West
ORD-101109,2025-11-18,2025-11,CUST-11137,Organic,396.28,West
ORD-100119,2025-02-11,2025-02,CUST-10875,Affiliate,145.59,West
ORD-100313,2025-04-13,2025-04,CUST-10975,Organic,217.47,Midwest
ORD-101118,2025-11-20,2025-11,CUST-10507,Google Ads,226.7,Unknown
ORD-100528,2025-06-14,2025-06,CUST-10403,Email,178.41,Southeast
ORD-100344,2025-04-22,2025-04,CUST-10297,Google Ads,313.26,West
ORD-100997,2025-10-23,2025-10,CUST-11278,Organic,194.54,Southeast
ORD-100872,2025-09-20,2025-09,CUST-10498,Google Ads,689.58,Midwest
ORD-101827,2026-05-25,2026-05,CUST-10227,Meta,153.46,Northeast
ORD-101913,2026-06-14,2026-06,CUST-10078,Google Ads,381.99,West
ORD-101587,2026-03-19,2026-03,CUST-10749,Meta,204.21,West
ORD-101128,2025-11-21,2025-11,CUST-10301,Meta,133.44,West
ORD-100666,2025-07-25,2025-07,CUST-11145,Email,414.84,Northeast
ORD-101276,2025-12-22,2025-12,CUST-10315,Google Ads,319.97,Midwest
ORD-101010,2025-10-28,2025-10,CUST-10549,Meta,214.42,Midwest
ORD-100450,2025-05-25,2025-05,CUST-10239,Google Ads,265.03,Northeast
ORD-100179,2025-03-05,2025-03,CUST-10775,Email,330.18,West
ORD-101484,2026-02-21,2026-02,CUST-11165,Affiliate,142.98,Southeast
ORD-100454,2025-05-25,2025-05,CUST-10639,Google Ads,200.41,Southeast
ORD-101078,2025-11-11,2025-11,CUST-10499,Google Ads,656.11,Northeast
ORD-100635,2025-07-18,2025-07,CUST-10419,Google Ads,123.86,Northeast
ORD-100328,2025-04-18,2025-04,CUST-10153,Google Ads,362.01,Southwest
ORD-100734,2025-08-13,2025-08,CUST-11281,Meta,151.01,Southeast
ORD-100578,2025-06-29,2025-06,CUST-10998,Email,162.26,Southwest
ORD-101122,2025-11-20,2025-11,CUST-10630,Meta,237.85,West
ORD-101706,2026-04-21,2026-04,CUST-10894,Google Ads,557.47,West
ORD-101653,2026-04-06,2026-04,CUST-10718,Google Ads,523.28,West
ORD-101575,2026-03-16,2026-03,CUST-10804,Meta,316.05,Southeast
ORD-100071,2025-01-28,2025-01,CUST-10148,Meta,257.34,West
ORD-100562,2025-06-24,2025-06,CUST-10970,Affiliate,186.13,West
ORD-100765,2025-08-23,2025-08,CUST-10414,Email,322.47,Midwest
ORD-100392,2025-05-07,2025-05,CUST-11242,Organic,679.21,Southeast
ORD-100474,2025-05-30,2025-05,CUST-11130,Google Ads,311.05,Northeast
ORD-100426,2025-05-16,2025-05,CUST-10371,Meta,457.55,Southeast
ORD-101874,2026-06-06,2026-06,CUST-10600,Google Ads,335.69,Southeast
ORD-101461,2026-02-14,2026-02,CUST-10253,Google Ads,443.89,Northeast
ORD-100200,2025-03-14,2025-03,CUST-11092,Google Ads,191.34,Northeast
ORD-100565,2025-06-24,2025-06,CUST-10552,Google Ads,245.85,Southwest
ORD-101251,2025-12-16,2025-12,CUST-10859,Meta,115.54,Southeast
ORD-101113,2025-11-19,2025-11,CUST-10495,Google Ads,170.14,Southeast
ORD-100308,2025-04-12,2025-04,CUST-10720,Meta,139.83,Southeast
ORD-101261,2025-12-18,2025-12,CUST-10036,Email,265.51,Northeast
ORD-101380,2026-01-18,2026-01,CUST-10661,Email,405.91,Southeast
ORD-101690,2026-04-17,2026-04,CUST-11130,Google Ads,200.98,Midwest
ORD-100800,2025-09-01,2025-09,CUST-10814,Google Ads,297.41,West
ORD-100603,2025-07-06,2025-07,CUST-10832,Meta,289.39,Unknown
ORD-100769,2025-08-24,2025-08,CUST-10583,Email,303.71,Southwest
ORD-101628,2026-03-31,2026-03,CUST-10165,Meta,186.35,West
ORD-100116,2025-02-11,2025-02,CUST-10061,Meta,96.41,Northeast
ORD-101226,2025-12-11,2025-12,CUST-10732,Meta,322.13,West
ORD-100298,2025-04-10,2025-04,CUST-11126,Google Ads,538.15,Midwest
ORD-101660,2026-04-08,2026-04,CUST-10225,Google Ads,498.76,Unknown
ORD-100501,2025-06-08,2025-06,CUST-10388,Google Ads,178.29,Midwest
ORD-101530,2026-03-06,2026-03,CUST-11151,Google Ads,458.57,Southeast
ORD-101159,2025-11-27,2025-11,CUST-10333,Email,106.71,Northeast
ORD-100004,2025-01-03,2025-01,CUST-11170,Google Ads,243.74,West
ORD-101186,2025-12-02,2025-12,CUST-10193,Google Ads,352.82,Northeast
ORD-100507,2025-06-09,2025-06,CUST-10049,Google Ads,229.03,Southeast
ORD-100046,2025-01-21,2025-01,CUST-11094,Google Ads,293.53,Midwest
ORD-101269,2025-12-20,2025-12,CUST-10312,Google Ads,99.55,West
ORD-101825,2026-05-24,2026-05,CUST-10021,Organic,225.6,West
ORD-100431,2025-05-17,2025-05,CUST-11269,Meta,361.95,Northeast
ORD-101022,2025-10-31,2025-10,CUST-11102,Google Ads,191.06,Southeast
ORD-100330,2025-04-19,2025-04,CUST-10798,Email,326.92,Southeast
ORD-101599,2026-03-23,2026-03,CUST-10532,Affiliate,356.63,Northeast
ORD-101401,2026-01-24,2026-01,CUST-10772,Affiliate,124.35,Northeast
ORD-100593,2025-07-03,2025-07,CUST-11151,Google Ads,387.81,Northeast
ORD-100561,2025-06-24,2025-06,CUST-10497,Affiliate,173.49,Midwest
ORD-101588,2026-03-19,2026-03,CUST-11033,Google Ads,387.7,West
ORD-100194,2025-03-13,2025-03,CUST-11282,Meta,130.24,Northeast
ORD-101957,2026-06-30,2026-06,CUST-11157,Google Ads,191.02,Northeast
ORD-101215,2025-12-08,2025-12,CUST-11078,Google Ads,314.25,Southeast
ORD-101491,2026-02-22,2026-02,CUST-10922,Affiliate,524.08,Northeast
ORD-100351,2025-04-24,2025-04,CUST-10975,Google Ads,227.44,Southwest
ORD-101011,2025-10-28,2025-10,CUST-11045,Google Ads,274.03,Southeast
ORD-100463,2025-05-27,2025-05,CUST-10540,Google Ads,189.38,Northeast
ORD-101781,2026-05-11,2026-05,CUST-10193,Meta,243.93,Southeast
ORD-100465,2025-05-28,2025-05,CUST-10959,Google Ads,136.63,West
ORD-101042,2025-11-03,2025-11,CUST-10743,Email,315.52,Southwest
ORD-100341,2025-04-22,2025-04,CUST-10785,Google Ads,246.42,Southwest
ORD-101796,2026-05-16,2026-05,CUST-10239,Google Ads,440.02,Southwest
ORD-100396,2025-05-07,2025-05,CUST-11280,Google Ads,248.72,Northeast
ORD-100109,2025-02-09,2025-02,CUST-10044,Meta,198.32,Northeast
ORD-101340,2026-01-04,2026-01,CUST-10935,Meta,142.24,West
ORD-101577,2026-03-16,2026-03,CUST-10225,Google Ads,96.45,Southeast
ORD-101729,2026-04-27,2026-04,CUST-10798,Google Ads,89.04,West
ORD-101336,2026-01-03,2026-01,CUST-11009,Affiliate,183.85,Southwest
ORD-100540,2025-06-17,2025-06,CUST-10665,Email,272.74,Midwest
ORD-100471,2025-05-30,2025-05,CUST-10659,Google Ads,95.29,Northeast
ORD-101241,2025-12-14,2025-12,CUST-11159,Email,230.55,Southeast
ORD-100095,2025-02-05,2025-02,CUST-10691,Google Ads,203.39,Midwest
ORD-101638,2026-04-02,2026-04,CUST-10595,Organic,250.88,West
ORD-101509,2026-02-28,2026-02,CUST-10582,Meta,529.65,Northeast
ORD-100019,2025-01-11,2025-01,CUST-10240,Google Ads,360.41,Southeast
ORD-100663,2025-07-23,2025-07,CUST-10334,Google Ads,338.55,Southwest
ORD-101830,2026-05-26,2026-05,CUST-11078,Organic,305.18,Unknown
ORD-101928,2026-06-18,2026-06,CUST-10228,Meta,186.43,Southeast
ORD-101124,2025-11-21,2025-11,CUST-10581,Meta,294.02,Northeast
ORD-101257,2025-12-17,2025-12,CUST-11285,Organic,184.08,Southeast
ORD-100340,2025-04-22,2025-04,CUST-10917,Google Ads,590.08,Midwest
ORD-101601,2026-03-23,2026-03,CUST-11295,Organic,266.29,Midwest
ORD-100947,2025-10-10,2025-10,CUST-11109,Google Ads,536.65,Northeast
ORD-101589,2026-03-19,2026-03,CUST-10424,Organic,241.9,Northeast
ORD-100222,2025-03-20,2025-03,CUST-10323,Meta,75.61,West
ORD-101077,2025-11-11,2025-11,CUST-10049,Meta,107.67,West
ORD-100669,2025-07-25,2025-07,CUST-10164,Organic,381.42,Southeast
ORD-101038,2025-11-03,2025-11,CUST-10370,Google Ads,338.85,Northeast
ORD-100684,2025-07-29,2025-07,CUST-11032,Google Ads,225.9,Northeast
ORD-100111,2025-02-09,2025-02,CUST-10455,Google Ads,217.47,Northeast
ORD-101529,2026-03-05,2026-03,CUST-10435,Meta,475.97,Southeast
ORD-100412,2025-05-12,2025-05,CUST-10629,Meta,190.74,Southeast
ORD-100358,2025-04-27,2025-04,CUST-10828,Google Ads,187.34,Southeast
ORD-100287,2025-04-07,2025-04,CUST-10034,Google Ads,216.67,Northeast
ORD-101304,2025-12-28,2025-12,CUST-10538,Affiliate,78.84,Midwest
ORD-100887,2025-09-24,2025-09,CUST-10579,Google Ads,183.86,Southeast
ORD-100488,2025-06-02,2025-06,CUST-10639,Email,677.88,Southeast
ORD-100419,2025-05-14,2025-05,CUST-10625,Affiliate,222.9,Southeast
ORD-100415,2025-05-13,2025-05,CUST-11264,Meta,482.14,West
ORD-101382,2026-01-18,2026-01,CUST-10371,Affiliate,305.78,Unknown
ORD-101845,2026-05-30,2026-05,CUST-11079,Organic,170.98,Southwest
ORD-100746,2025-08-19,2025-08,CUST-10289,Affiliate,190.14,Southeast
ORD-101820,2026-05-21,2026-05,CUST-10048,Meta,229.69,Northeast
ORD-100017,2025-01-10,2025-01,CUST-10130,Google Ads,231.21,Northeast
ORD-101499,2026-02-25,2026-02,CUST-11031,Google Ads,228.58,Midwest
ORD-101930,2026-06-19,2026-06,CUST-11041,Google Ads,183.34,Southwest
ORD-101894,2026-06-11,2026-06,CUST-11228,Meta,309.64,Southeast
ORD-100898,2025-09-27,2025-09,CUST-11083,Meta,168.65,Midwest
ORD-100514,2025-06-11,2025-06,CUST-10978,Meta,194.65,Northeast
ORD-100525,2025-06-13,2025-06,CUST-10069,Google Ads,152.71,West
ORD-101609,2026-03-27,2026-03,CUST-10227,Affiliate,140.04,West
ORD-100054,2025-01-22,2025-01,CUST-10001,Google Ads,196.42,Northeast
ORD-100263,2025-03-30,2025-03,CUST-11177,Email,347.28,Southwest
ORD-100101,2025-02-06,2025-02,CUST-10141,Google Ads,283.21,Midwest
ORD-100275,2025-04-03,2025-04,CUST-10723,Google Ads,715.03,Southeast
ORD-100858,2025-09-16,2025-09,CUST-11278,Meta,209.67,Southwest
ORD-100951,2025-10-11,2025-10,CUST-11279,Google Ads,354.84,West
ORD-100249,2025-03-26,2025-03,CUST-10549,Meta,319.79,Southeast
ORD-100967,2025-10-15,2025-10,CUST-10932,Organic,427.09,Unknown
ORD-101417,2026-01-31,2026-01,CUST-10424,Google Ads,333.2,Northeast
ORD-100386,2025-05-05,2025-05,CUST-10981,Organic,676.68,Northeast
ORD-100556,2025-06-21,2025-06,CUST-10230,Google Ads,194.2,Northeast
ORD-101395,2026-01-23,2026-01,CUST-10720,Google Ads,97.4,Southeast
ORD-101049,2025-11-05,2025-11,CUST-10963,Email,439.38,Midwest
ORD-101752,2026-05-02,2026-05,CUST-10144,Google Ads,179.78,West
ORD-101343,2026-01-05,2026-01,CUST-10197,Organic,305.31,Southwest
ORD-100060,2025-01-23,2025-01,CUST-10334,Meta,336.2,Midwest
ORD-100363,2025-04-28,2025-04,CUST-10334,Organic,259.31,Southeast
ORD-101183,2025-12-01,2025-12,CUST-10469,Affiliate,177.26,West
ORD-101659,2026-04-08,2026-04,CUST-10996,Email,337.83,Northeast
ORD-100210,2025-03-17,2025-03,CUST-10800,Organic,216.18,Southeast
ORD-100281,2025-04-04,2025-04,CUST-10757,Google Ads,91.26,West
ORD-101414,2026-01-30,2026-01,CUST-10853,Meta,254.6,Unknown
ORD-100637,2025-07-18,2025-07,CUST-10477,Google Ads,289.04,Southwest
ORD-100517,2025-06-11,2025-06,CUST-10706,Google Ads,62.84,Midwest
ORD-101293,2025-12-26,2025-12,CUST-10770,Google Ads,183.02,Southeast
ORD-101227,2025-12-11,2025-12,CUST-10160,Meta,217.01,Midwest
ORD-101008,2025-10-27,2025-10,CUST-11299,Email,98.35,Southwest
